water_type_final,county,n_tables,n_measurements
Stream Discharge,Unknown in California,2,66.0
Stream Discharge,Unknown in document (but inferred as Oregon based on location),2,52.0
Stream Discharge,"Unknown, no location information available",1,70.0
Stream Discharge,Unspecified,8,151.0
Stream Discharge,Uta... or Colo.,1,68.0
Stream Discharge,Utah,13,353.0
Stream Discharge,Utah (near the Colorado River Basin in California),1,70.0
Stream Discharge,Utah County,38,1110.0
Stream Discharge,"Utah County, UT",1,69.0
Stream Discharge,"Utah County, Utah",50,882.0
Stream Discharge,VENTURA,1,31.0
Stream Discharge,VENTURA COUNTY,7,229.0
Stream Discharge,Valdez-Cordova Census Area,1,13.0
Stream Discharge,"Valencia County, New Mexico",2,96.0
Stream Discharge,Varies across California depending on specific location within arid zone,1,4.0
Stream Discharge,Various,2,63.0
Stream Discharge,"Various (Red Bluff, Ord Ferry, Colusa)",1,5.0
Stream Discharge,Various Counties across California,3,55.0
Stream Discharge,Various Counties across California (based on common river systems in California),1,66.0
Stream Discharge,Various Counties across the United States (including California),1,25.0
Stream Discharge,Various Counties along Pacific Slope in California,1,7.0
Stream Discharge,Various Counties along the Lower Mississippi River Basin,1,8.0
Stream Discharge,Various Counties along the Pacific Coast,2,22.0
Stream Discharge,Various Counties along the Pacific Slope in California,1,8.0
Stream Discharge,"Various Counties between San Francisco Bay and Eel River, CA",1,57.0
Stream Discharge,"Various Counties in Arkansas, Missouri, Kentucky, and others along the Lower Mississippi River Basin",1,9.0
Stream Discharge,Various Counties in California,22,410.0
Stream Discharge,Various Counties in California (inference required),2,66.0
Stream Discharge,Various Counties in California's Pacific Slope Basins,1,8.0
Stream Discharge,Various Counties in Illinois,1,43.0
Stream Discharge,Various Counties in Mississippi and Louisiana,1,9.0
Stream Discharge,Various Counties in Southern California,1,10.0
Stream Discharge,Various Counties within California,1,29.0
Stream Discharge,"Various Counties within Great Basin and Pacific Coast, California",2,47.0
Stream Discharge,"Various Counties within the United States, with focus on California where applicable",1,26.0
Stream Discharge,"Various Counties, California",2,8.0
Stream Discharge,Various counties across California,1,12.0
Stream Discharge,"Various counties across Pacific Slope, California",1,7.0
Stream Discharge,"Various counties along the Arkansas River basin, primarily in Colorado and Kansas",2,28.0
Stream Discharge,"Various counties along the Pacific coast, primarily within central and southern California",1,12.0
Stream Discharge,"Various counties along the Pacific slope, California",2,14.0
Stream Discharge,Various counties in California,3,48.0
Stream Discharge,Various counties in California along the Pacific slope,1,9.0
Stream Discharge,"Various counties in California, inferred from common watershed areas.",1,80.0
Stream Discharge,Various counties in Ohio and surrounding states,1,10.0
Stream Discharge,Various counties in Tennessee and North Carolina,1,9.0
Stream Discharge,Various counties surrounding San Francisco Bay,1,47.0
Stream Discharge,Various counties within California,2,13.0
Stream Discharge,Various counties within California based on stream flow data locations.,1,13.0
Stream Discharge,"Various counties within Pacific slope basins, California",3,28.0
Stream Discharge,Various counties within the Great Basin and Pacific Coast regions,2,45.0
Stream Discharge,"Various counties within the Great Basin and Pacific Coast, California",1,45.0
Stream Discharge,Various counties within the Great Basin region of California excluding those associated with Truckee and Carson rivers,1,16.0
Stream Discharge,"Various counties within the Great Basin region, California",3,34.0
Stream Discharge,"Various counties within the Lower Colorado River basin, California",1,5.0
Stream Discharge,"Various counties within the San Joaquin Valley region, California",1,32.0
Stream Discharge,Ventura,273,7465.0
Stream Discharge,Ventura County,1504,39361.0
Stream Discharge,"Ventura County, California",7,235.0
Stream Discharge,"Wasco County, OR",1,39.0
Stream Discharge,Washington County,24,947.0
Stream Discharge,"Washington County, Nevada (adjacent to California)",2,75.0
Stream Discharge,"Washington County, Utah",70,2481.0
Stream Discharge,"Washington County, Utah (Note: The document pertains to a location near St. George, Utah.)",2,26.0
Stream Discharge,"Washington County, Utah (Note: This location is in Utah, but the task requests data from California. The inference for a Californian county would be hypothetical.)",1,62.0
Stream Discharge,"Washington County, Utah (near Central, Utah)",1,71.0
Stream Discharge,"Washington County, Utah (nearby to the document's focus area)",1,18.0
Stream Discharge,"Washington County, Utah (note: document mentions Utah)",1,69.0
Stream Discharge,"Washington, Oregon, Idaho (Tri-State Area)",2,12.0
Stream Discharge,Washoe County,22,603.0
Stream Discharge,"Washoe County, NV",3,116.0
Stream Discharge,"Washoe County, Nevada",7,191.0
Stream Discharge,"Wayne County, Utah",2,142.0
Stream Discharge,Weber County,14,220.0
Stream Discharge,"Weber County, Utah",8,192.0
Stream Discharge,West Virginia,1,6.0
Stream Discharge,White Pine County,3,85.0
Stream Discharge,YENTURA,2,65.0
Stream Discharge,YOLO COUNTY,2,76.0
Stream Discharge,Yakima County,1,9.0
Stream Discharge,Yamhill County,3,18.0
Stream Discharge,Yavapai,3,115.0
Stream Discharge,Yavapai County,37,1245.0
Stream Discharge,"Yavapai County, Ariz.",1,21.0
Stream Discharge,"Yavapai County, Arizona",69,2160.0
Stream Discharge,"Yavapai County, Arizona (Based on location near Show Low, Ariz.)",2,75.0
Stream Discharge,"Yavapai County, Arizona (Note: The document is outside California)",2,38.0
Stream Discharge,"Yavapai County, Arizona (Note: This is outside the State of California)",2,76.0
Stream Discharge,"Yavapai County, Arizona (inferred from location context)",1,38.0
Stream Discharge,"Yavapai County, Arizona (near Parker) and Maricopa County, Arizona (near Yuma)",1,12.0
Stream Discharge,"Yavapai County, Arizona (proximity to Hoover Dam)",1,31.0
Stream Discharge,"Yavapai, Arizona (closest known area in California context)",1,46.0
Stream Discharge,Yellowstone County,1,8.0
Stream Discharge,"Yellowstone County, Wyo.",1,9.0
Stream Discharge,Yokayo County,1,35.0
Stream Discharge,Yolo,87,1995.0
Stream Discharge,Yolo County,967,24687.0
Stream Discharge,"Yolo County, California",1,6.0
Stream Discharge,"Yolo County, Solano County",4,79.0
Stream Discharge,Yolo and Solano,2,44.0
Stream Discharge,Yolo and Solano Counties,1,34.0
Stream Discharge,"Yolo, Solano",1,3.0
Stream Discharge,Yolo-Solano,1,15.0
Stream Discharge,"York County, Maine",1,82.0
Stream Discharge,Yosemite National Park,2,45.0
Stream Discharge,Yuba,6,218.0
Stream Discharge,Yuba County,557,16051.0
Stream Discharge,"Yuba County, California",5,134.0
Stream Discharge,"Yuba County, Plumas",1,38.0
Stream Discharge,Yukon County,2,64.0
Stream Discharge,Yuma,4,129.0
Stream Discharge,Yuma County,38,1476.0
Stream Discharge,"Yuma County, AZ",2,96.0
Stream Discharge,"Yuma County, AZ (closest relevant county for the given document)",2,46.0
Stream Discharge,"Yuma County, AZ (nearest county in California context)",1,67.0
Stream Discharge,"Yuma County, Ariz.",11,272.0
Stream Discharge,"Yuma County, Arizona",85,3377.0
Stream Discharge,"Yuma County, Arizona (Note: Document mentions Dome, Ariz. which is in Yuma County)",1,58.0
Stream Discharge,"Yuma County, Arizona (close to California border)",1,64.0
Stream Discharge,"Yuma County, Arizona (inferred from proximity to Yuma)",1,69.0
Stream Discharge,"Yuma County, Arizona (near Andrade, California)",1,36.0
Stream Discharge,"Yuma County, Arizona (near California border)",1,64.0
Stream Discharge,"Yuma County, Arizona (not California)",1,26.0
Stream Discharge,"Yuma County, Arizona (not in California)",2,72.0
Stream Discharge,"Yuma County, Arizona and Riverside County, California",1,58.0
Stream Discharge,"Yuma County, California",3,85.0
Stream Discharge,"Yuma County, California (near Parker Dam)",1,43.0
Stream Discharge,"Yuma, Arizona",1,38.0
Stream Discharge,"Yuma, Arizona; Riverside, California",1,27.0
Stream Discharge,['Alameda County'],1,19.0
Stream Discharge,"['Alpine County', 'Amador County']",2,46.0
Stream Discharge,['Calaveras County'],3,48.0
Stream Discharge,"['Calaveras', 'Tuolumne']",2,132.0
Stream Discharge,"['Chelan County', 'Grant County', 'Kittitas County', 'King County', 'King County', 'Chelan County', 'Chelan County', 'Chelan County', 'King County', 'Douglas County', 'Grant County', 'Walla Walla County', 'Yakima County', 'Yakima County', 'Kittitas County', 'Yakima County', 'Yakima County', 'Yakima County', 'Yakima County', 'Yakima County', 'Benton County', 'Chelan County', 'Kittitas County', 'Kittitas County', 'Kittitas County', 'King County', 'Jefferson County', 'Yakima County', 'Yakima County', 'Yakima County', 'Yakima County', 'Kittitas County']",1,6.0
Stream Discharge,"['Colo', 'Kans']",1,9.0
Stream Discharge,['Contra Costa'],1,6.0
Stream Discharge,"['Fresno', 'Kings', 'Tulare']",1,13.0
Stream Discharge,"['Grant', 'Santa Barbara']",1,39.0
Stream Discharge,"['Humboldt', 'Trinity']",2,10.0
Stream Discharge,"['LOS ANGELES', 'VENTURA']",2,35.0
Stream Discharge,"['Lassen', 'Madera', 'Los Angeles', 'Monterey', 'Nevada', 'Sacramento', 'San Diego', 'San Francisco']",1,7.0
Stream Discharge,"['Los Angeles County', 'Ventura County']",4,101.0
Stream Discharge,"['Los Angeles', 'San Bernardino']",2,76.0
Stream Discharge,"['Los Angeles', 'Ventura']",19,412.0
Stream Discharge,"['Madera', 'Fresno']",1,31.0
Stream Discharge,"['Manhattan County', 'Douglas County', 'Chase County', 'Cheyenne County']",1,8.0
Stream Discharge,"['Marin County', 'San Mateo County', 'Solano County', 'Yolo County', 'Sacramento County', 'San Joaquin County']",1,6.0
Stream Discharge,"['Mohave County', 'Clark County']",3,75.0
Stream Discharge,"['Mohave County, Ariz.', 'Clark County, Nev.']",2,53.0
Stream Discharge,"['Mohave County, Arizona', 'Clark County, Nevada']",3,61.0
Stream Discharge,"['Mohave', 'Clark']",2,76.0
Stream Discharge,"['Orange County', 'Los Angeles County', 'Los Angeles County']",1,11.0
Stream Discharge,"['Orange County', None]",1,15.0
Stream Discharge,"['Orange', 'Riverside', 'San Bernardino']",6,116.0
Stream Discharge,"['Park County', 'Gallatin County', 'Fergus County', 'Sweet Grass County', 'Custer County', 'Carbon County', 'Stillwater County', 'Rosebud County', 'Washakie County', 'Hot Springs County']",1,9.0
Stream Discharge,"['Rosebud County', None, 'Roosevelt County', 'Teton County', 'Wibaux County', 'Stillwater County', 'Golden Valley County', 'Richland County', 'Daniels County']",1,8.0
Stream Discharge,['San Bernardino County'],2,45.0
Stream Discharge,"['San Luis Obispo', 'Santa Barbara']",2,45.0
Stream Discharge,"['Santa Barbara', 'Santa Barbara', 'Santa Barbara', 'Santa Barbara', 'San Luis Obispo', 'Santa Cruz', 'Monterey', 'San Luis Obispo', 'Salinas', 'San Luis Obispo', 'San Luis Obispo', 'San Benito', 'Fresno', 'San Benito', 'San Benito', 'Solano', 'Merced', 'Monterey', 'Santa Clara', 'San Benito', 'San Benito']",1,15.0
Stream Discharge,"['Unknown', 'Unknown']",3,46.0
Stream Discharge,"['Ventura', 'Los Angeles']",1,8.0
Stream Discharge,"['Yuma County', 'Imperial County']",1,15.0
Stream Discharge,[],2,17.0
Stream Discharge,north-eastern Utah,1,10.0
Stream Discharge,not explicitly stated in the document,2,35.0
Stream Discharge,not provided,2,108.0
Stream Discharge,not specified,22,448.0
Stream Discharge,not specified in document,3,112.0
Stream Discharge,not specified in the document,1,9.0
Stream Discharge,"not specified, but location is Utah",2,35.0
Stream Discharge,unknown,94,2201.0
Stream Discharge,various counties along the Pacific Coast of California,1,9.0
Stream Discharge,various counties in California,1,9.0
Stream Discharge,various counties within California's Pacific slope region,1,10.0
Water Quality,Alameda,1,11.0
Water Quality,Alameda County,23,384.0
Water Quality,"Alameda County, California",3,10.0
Water Quality,Alpine County,2,22.0
Water Quality,BENITO,1,16.0
Water Quality,Barbara,2,0.0
Water Quality,"Based on context and typical monitoring locations, likely in a county with active water quality testing.",2,37.0
Water Quality,Butte County,6,222.0
Water Quality,"Butte Valley region, California",1,7.0
Water Quality,Calaveras County,1,29.0
Water Quality,"Calaveras County, California",1,9.0
Water Quality,California,20,598.0
Water Quality,California (General Inference),1,35.0
Water Quality,California (General),2,28.0
Water Quality,California (State Level Inference),1,14.0
Water Quality,California (State Level),1,7.0
Water Quality,California (based on context),2,42.0
Water Quality,California (based on document context),4,95.0
Water Quality,California (based on document origin),1,36.0
Water Quality,California (inference based on context),1,70.0
Water Quality,California (inferred based on document origin),1,33.0
Water Quality,California (inferred from State of California),1,18.0
Water Quality,California (inferred from data context),1,12.0
Water Quality,California Coastal Counties,1,7.0
Water Quality,California County (inferred),3,140.0
Water Quality,California County Inferred from Biological Data Analysis,1,73.0
Water Quality,California County Inferred from Lake Center Location,1,49.0
Water Quality,"California County with water quality monitoring facilities, likely near central or northern California based on typical data collection regions.",1,55.0
Water Quality,California Estuarine Region,1,20.0
Water Quality,California General,1,1.0
Water Quality,California General Area,2,6.0
Water Quality,California county inferred from typical specific conductance values,1,16.0
Water Quality,"California, Specific county not provided in the document",2,15.0
Water Quality,"California, based on water year data from 1963 to 1964",2,55.0
Water Quality,Californian Counties (inference based on location),1,17.0
Water Quality,"Carbon County, Wyoming",1,22.0
Water Quality,"Central Valley, California",1,27.0
Water Quality,"Clark County, NV and Mohave County, AZ",1,22.0
Water Quality,Colusa County,3,37.0
Water Quality,Contra Costa County,11,193.0
Water Quality,DIEGO,1,0.0
Water Quality,Davis County,1,22.0
Water Quality,Del Norte County,4,59.0
Water Quality,El Dorado County,2,27.0
Water Quality,"El Dorado County, California",1,21.0
Water Quality,Fresno County,10,298.0
Water Quality,"General California Water Analysis, no specific county inferred",1,51.0
Water Quality,HUMBOLDT,1,10.0
Water Quality,Hawaii County,1,8.0
Water Quality,Humboldt,1,22.0
Water Quality,Humboldt County,9,157.0
Water Quality,"Humboldt County, California",1,9.0
Water Quality,"Humboldt County, Mendocino County, Trinity County",1,9.0
Water Quality,"Humboldt County, Trinity County",1,13.0
Water Quality,"Humboldt County, Trinity County, Mendocino County",1,20.0
Water Quality,"Humboldt, Trinity",2,39.0
Water Quality,"Humboldt, Trinity, Mendocino",1,17.0
Water Quality,Imperial County,13,388.0
Water Quality,"Imperial County, California",1,12.0
Water Quality,Inferred from Buena Vista Lake's known location in Kern County,1,15.0
Water Quality,Inferred from California,1,67.0
Water Quality,Inyo County,2,89.0
Water Quality,Kern County,4,199.0
Water Quality,La Plata County,1,22.0
Water Quality,Lake County,3,46.0
Water Quality,Lassen County,1,14.0
Water Quality,"Likely Central Valley based on water quality data characteristics, but specific county is not specified",1,30.0
Water Quality,Los Angeles County,11,194.0
