ID,PAGE_NUMBER,Inferred_Latitude,Inferred_Longitude,Actual_Latitude,Actual_Longitude,Location,Townships_Ranges_Sections,Watersource_Name,Actual_County,Inferred_County,Dates_of_Recording,Temporal_Resolution,Units_Of_Measurement,Water_Type,KeyTerms,Watersources,Actual_Latitude_Scotia,Actual_Longitude_Scotia,Inferred_Latitude_Scotia,Inferred_Longitude_Scotia,Dates_Of_Recording
70107931,15,39.0836,-120.0972,39.0836,-120.0972,"Tahoe City, California",[],Dollar Creek at Tahoe City 2,Tahoe,Placer,,Monthly,tons,Stream Discharge,"['suspended-sediment discharge', 'tons']",,,,,,
70107931,15,38.9381,-119.9772,38.9381,-119.9772,"South Lake Tahoe, California",[],Trout Creek at South Lake Tahoe,Tahoe,Placer,1972-06-01-1972-09-30,Monthly,tons,Stream Discharge,"['suspended-sediment discharge', 'tons']",,,,,,
70038404,144,,,36.215278,-120.469444,"Near Coalinga, California","['NE1/4SW1/4 sec. 5', 'T.20 S., R.14 E.']",Los Gatos Creek Above Nunez Canyon,Tulare County,,05/1945-09/1968,Daily,cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'Los Gatos Creek', 'Nunez Canyon']",,,,,,
3089,260,,,37.6008,-122.0183,"Union City, California",[],Patterson Creek at Union City,Alameda County,Alameda County,10/01/1963-09/30/1965,Daily,Cubic feet per second,Stream Discharge,"['Discharge', 'Cubic feet per second']",,,,,,
724,556,,,39.2925,-120.8972,"Jones Bar, Calif.",[],South Yuba River at Jones Bar,Sierra County,,10/01/1959-09/30/1960,Daily,cubic feet per second,Stream Discharge,"['Discharge', 'South Yuba River', 'cubic feet per second']",,,,,,
3150,592,,,39.826389,-123.091667,"0.2 mile downstream from Black Butte River, 8.6 miles east of Covelo",[],Black Butte River,Mendocino County,,October 1966 to September 1967,varied (daily measurements),"{'Latitude': 'degrees', 'Longitude': 'degrees', 'Sediment Concentration': 'ppm', 'Water Temperature': '°F', 'Sediment Load': 'tons per day', 'Discharge': 'cfs'}",Stream Discharge,"['Sediment Concentration', 'Water Temperature', 'Sediment Load', 'Discharge']",,,,,,
383,217,39.9,-120.8,,,"Enterprise, Calif.","['T. 18 N., R. 8 E., sec. 23']",Palermo Land & Water Co.'s canal,Plumas County,,10/01/1917-09/30/1918,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Monthly discharge', 'canal', 'Enterprise']",,,,,,
383,217,39.4,-120.7,,,"Tahoe National Forest, below highway bridge at Freeman's Crossing","['N. 1/2 NW. 1/4 sec. 23, T. 18 N., R. 8 E.']","Middle Fork of Yuba River near North San Juan, Calif.",Nevada County,,10/27/1910-09/30/1918,As needed (specific dates provided in data),"{'Discharge': 'second-feet', 'Stage': 'feet'}",Stream Discharge,"['discharge measurements', 'cable gage', 'rating curve']",,,,,,
56362,101,,,36.5661,-121.6276,"Near Spreckels, California",[],SALINAS RIVER,Monterey County,,10/01/1974-09/30/1975,Daily,"{'Discharge': 'CFS (cubic feet per second)', 'Concentration': 'MG/L (milligrams per liter)', 'Sediment_Discharge': 'Tons/Day'}",Stream Discharge,"['SALINAS RIVER', 'SEDIMENT DISCHARGE', 'CFS', 'MG/L', 'TONS/DAY']",,,,,,
70038405,342,38.3733,-120.7592,,,California,,Outlet Creek near Longvale,,Amador County,10/01/1967-09/30/1968,Daily,"{'Discharge': 'CFS (Cubic Feet per Second)', 'Concentration': 'MG/L (Milligrams per Liter)', 'Suspended_Sediment': 'TONS/DAY'}",Stream Discharge,"['SUSPENDED SEDIMENT', 'WATER YEAR', 'MEAN DISCHARGE', 'CONCENTRATION']",,,,,,
2060,322,34.4333,-120.6326,,,About 4.3 miles northwest of Lompoc,[],"City of Santa Barbara, well 118-A",Santa Barbara County,Santa Barbara County,05/05/1941-12/29/1941,Varying intervals from May to December,feet below land-surface datum,Groundwater,"['well', 'ground-water basins', 'city of Santa Barbara']",,,,,,
2060,322,34.4341,-120.6427,,,About 4.2 miles west-northwest of Lompoc,[],"City of Santa Barbara, well 132-B",Santa Barbara County,Santa Barbara County,1930-01/01-1934-12/31,Varying intervals from 1930 to 1934,feet above sea-level datum of 1929,Groundwater,"['well', 'ground-water basins', 'city of Santa Barbara']",,,,,,
2060,322,34.4331,-120.6445,,,About 4.6 miles west-northwest of Lompoc,[],"City of Santa Barbara, well 134",Santa Barbara County,Santa Barbara County,,,feet above sea-level datum of 1929,Groundwater,"['well', 'ground-water basins', 'city of Santa Barbara']",,,,,,
56363,263,,,39.217222,-120.834444,"Near Dutch Flat, California","['SW&SE4 sec. 27', 'T.16 N.', 'R.10 E.']",DUTCH FLAT NO. 1 POWERPLANT,Placer County,Placer County,10/01/1964-09/30/1975,Daily,"{'Discharge': 'cubic feet per second (ft3/s) and cubic meters per second (m3/s)', 'Volume': 'acre-feet/year (acre-ft/yr), cubic meters/year (m3/yr)'}",Stream Discharge,"['Powerplant output', 'Recorded powerplant output', 'Discharge', 'AVERAGE DISCHARGE', 'EXTREMES']",,,,,,
70038395,400,,,39.4523,-123.6761,"Near Comptche, Calif.",[],Albion River near Comptche,Mendocino County,,10/01/1964-09/30/1965,Daily,Cubic feet per second (cfs),Stream Discharge,"['Discharge', 'cubic feet per second']",,,,,,
553,223,,,37.95,-119.7833,"O'Shaughnessy Dam on Tuolumne River in Yosemite National Park, 1 mile downstream from Falls Creek","['T. 1 N., R. 20 E., sec. 16']",Hetch Hetchy Reservoir,Tuolumne County,,10/01/1941-09/30/1942,Daily,acre-feet,Reservoir,"['Hetch Hetchy Reservoir', ""O'Shaughnessy Dam"", 'Tuolumne River', 'Yosemite National Park', 'water-year']",,,,,,
3067,239,,,35.754167,-118.423611,"at new town of Kernville, 1.1 miles upstream from Caldwell Creek, 8.9 miles upstream from Isabella Dam, and 41 miles northeast of Bakersfield","['NE*SW1 sec. 15, T. 25 S., R. 33 E.']",Kern River at Kernville,Tulare County,,"01/01/1905-09/30/1912, 10/01/1953-09/30/1956",Daily measurements,"{'Latitude': 'degrees decimal minutes', 'Longitude': 'degrees decimal minutes', 'Discharge': 'cubic feet per second (cfs)', 'Cumulative': 'acre-feet'}",Stream Discharge,"['Discharge', 'Flow', 'Gage', 'Measurement', 'Cubic feet per second']",,,,,,
2246,366,33.9061,-117.2772,,,Vicinity of Colton and Riverside,[],Alvitrez ditch,Riverside County,Riverside County,10/25/1900-10/25/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Alvitrez ditch', 'Discharge']",,,,,,
2246,366,33.8003,-117.9196,,,Heading,[],Anaheim and Fullerton canal,Orange County,Orange County,04/29/1903-04/29/1903,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Anaheim and Fullerton canal', 'Discharge']",,,,,,
2246,366,33.7434,-117.8758,,,Division box,[],Anaheim and Santa Ana canal,Orange County,Orange County,06/22/1898-10/05/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Anaheim and Santa Ana canal', 'Discharge']",,,,,,
2246,366,33.9416,-116.9194,,,Joint headworks with Palm Spring,[],Bear Valley ditch,Riverside County,Riverside County,09/28/1899-08/25/1899,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Bear Valley ditch', 'Discharge']",,,,,,
2246,366,33.9348,-117.3036,,,Below Riverside Narrows,[],Castillo ditch,Riverside County,Riverside County,08/31/1901-08/31/1901,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Castillo ditch', 'Discharge']",,,,,,
2246,366,33.9436,-117.3079,,,Near ranch house / Newberry east line,[],Durkee ditch,Riverside County,Riverside County,09/13/1899-07/28/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Durkee ditch', 'Discharge']",,,,,,
2246,366,33.9656,-117.2988,,,"Near Temescal, Riverside County / Riverside County",[],Evans ditch and Evans lower ditch,Riverside County,Riverside County,08/1899-10/25/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Evans ditch', 'Evans lower ditch', 'Discharge']",,,,,,
2246,366,33.9656,-117.2988,,,Riverside County,[],Evans upper ditch,Riverside County,Riverside County,07/27/1900-10/25/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Evans upper ditch', 'Discharge']",,,,,,
2246,366,33.9406,-117.3002,,,Near intake / Fuller's ranch house,[],Fuller ditch,Riverside County,Riverside County,08/30/1901-10/05/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Fuller ditch', 'Discharge']",,,,,,
2246,366,33.7506,-117.8627,,,Auburndale Bridge,[],Gilliland's ditch,Orange County,Orange County,09/23/1903-07/28/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"[""Gilliland's ditch"", 'Discharge']",,,,,,
2246,366,33.7203,-117.86,,,On right bank of Santa Ana River 3 miles below Riverside Narrows / On right bank of Santa Ana River 5 miles below Riverside Narrows,[],"""H"" ditch and ""J"" ditch",Orange County,Orange County,06/20/1898-06/20/1898,Variable (individual dates),Sec.-ft.,Stream Discharge,"['""H"" ditch', '""J"" ditch', 'Discharge']",,,,,,
2246,366,33.95,-117.39,,,,[],Jurupa canal,Riverside County,Riverside County,06/18/1898-10/19/1900,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Jurupa canal', 'Discharge']",,,,,,
2246,366,33.9261,-117.2997,,,Auburndale Bridge / Below Narrows,[],Newberry ditch,Riverside County,Riverside County,09/23/1903-08/30/1901,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Newberry ditch', 'Discharge']",,,,,,
2246,366,33.9511,-117.3949,,,,[],Riverside Water Co.'s lower and upper canal,Riverside County,Riverside County,06/17/1898-09/30/1902,Variable (individual dates),Sec.-ft.,Stream Discharge,"[""Riverside Water Co.'s lower canal"", 'upper canal', 'Discharge']",,,,,,
2246,366,,,,,,[],Roberts ditch,,,08/27/1901-08/31/1901,Variable (individual dates),Sec.-ft.,Stream Discharge,"['Roberts ditch', 'Discharge']",,,,,,
70038403,428,34.0522,-118.2437,,,"California, USA",[],Temperature Data,,Los Angeles County,10/01/1966-12/31/1967,Daily,Degrees Fahrenheit,Not Water Related,"['Temperature', 'Average', 'Minimum', 'Maximum']",,,,,,
70038398,473,,,41.641111,-123.015,"NE sec.29, T.44 N., R.10 W.","['T.44 N., R.10 W., NE sec.29']",Scott River near Fort Jones,Siskiyou County,,12/1941-09/1966,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Area': 'square miles (sq mi)'}",Stream Discharge,"['monthly discharge', 'maximum discharge', 'minimum daily', 'gage height', 'discharge, in cubic feet per second']",,,,,,
56405,289,,,38.988889,-120.225278,"NE&SE% sec. 8, T.13 N., R.16 E. Eldorado County, Eldorado National Forest","['T.13 N., R.16 E.']",PRUBICON-ROCKBOUND TUNNEL,Eldorado,,10/01/1975-09/30/1976,Daily measurements from October 1975 to September 1976,"{'Flow': 'cubic feet per second (ft3/s)', 'Cumulative Volume': 'acre-feet/year (acre-ft/yr)'}",Stream Discharge,"['Rubicon River', 'water-stage recorder', 'tunnel intake', 'discharge']",,,,,,
70038413,166,,,33.6255556,-117.6841667,"Canada de los Alisos Grant, near center of channel on upstream side of Second Street Bridge at El Toro",,Aliso Creek,Orange County,,10/01/1930-09/30/1969,Daily,Cubic feet per second (cfs),Stream Discharge,"['Aliso Creek', 'stream discharge', 'gage height', 'cubic feet per second']",,,,,,
70038678,163,,,37.428,-120.097,"Near Greenfield, California",[],Arroyo Seco,Madera County,,10/01/1970-09/30/1971,Daily,"{'Discharge': 'CFS (cubic feet per second)', 'Concentration': 'MG/L (milligrams per liter)', 'Sediment_Discharge': 'TONS/DAY'}",Stream Discharge,"['Suspended-sediment discharge', 'Discharge', 'Concentration', 'CFS', 'TONS/DAY']",,,,,,
383,55,,,34.1333,-117.9172,"5 miles southwest of intake on San Gabriel River and 1.5 miles north of Azusa, Los Angeles County","['[SE. 1/2 SE. 1/4 sec. 31, T. 2 N., R. 9 W.]']","San Gabriel River and canals near Azusa, Calif.",Los Angeles County,,10/01/1917-09/30/1918,Monthly,"{'Discharge': 'second-feet', 'Run-off_Per_Square_Mile': 'inches', 'Total_Run-off': 'acre-feet'}",Stream Discharge,"['San Gabriel River', 'discharge', 'canals', 'Azusa, Calif.', 'monthly discharge']",,,,,,
3144,172,,,34.5083333,-114.6027778,"Near Topock, Ariz.",,Colorado River,San Bernardino County,,10/01/1964-09/30/1965,Daily,Cubic feet per second (cfs),Stream Discharge,"['Discharge', 'Cubic feet per second', 'Colorado River']",,,,,,
3144,172,,,34.5083333,-114.6027778,"Near Needles, Calif.",,Chemehuevi Wash Tributary,San Bernardino County,,1961-1965,"Annual for maximums and minimums, Specific dates not provided","Cubic feet per second (cfs), Gage height (feet)",Stream Discharge,"['Maximum discharge', 'Minimum discharge', 'Culvert flow']",,,,,,
3885,23,32.8333,-116.9167,32.8333,-116.9167,"California, USA",[],Agua Caliente Creek,,San Diego County,,,,Stream Discharge,"['Agua Caliente Creek', 'stream']",,,,,,
3885,23,37.7356,-122.2098,37.7356,-122.2098,"California, USA",[],Alameda Creek,Alameda County,Alameda County,,,,Stream Discharge,"['Alameda Creek', 'stream']",,,,,,
3885,23,38.7137,-120.7982,38.7137,-120.7982,"California, USA",[],American River,El Dorado County and Placer County,"El Dorado County, Placer County",,,,Stream Discharge,"['American River', 'stream']",,,,,,
3885,23,34.1344,-117.7199,34.1344,-117.7199,"California, USA",[],Arroyo Seco,Los Angeles County and San Bernardino County,"Los Angeles County, San Bernardino County",,,,Stream Discharge,"['Arroyo Seco', 'stream']",,,,,,
3885,23,39.15,-120.9833,39.15,-120.9833,"California, USA",[],Bear Creek (tributary to Sacramento River),"Placer County, Nevada County","Placer County, Nevada County",,,,Stream Discharge,"['Bear Creek', 'stream']",,,,,,
70038393,245,,,37.676111,-121.264167,"Lat 37°40'34"", long 121°15'51"", on left bank 30 ft upstream from Durham Ferry highway bridge, 3 miles downstream from Stanislaus River, and 3.4 miles northeast of Vernalis, San Joaquin County",,San Joaquin River near Vernalis,San Joaquin County,,10/01/1961-09/30/1962,Daily measurements,"{'Discharge': 'cubic feet per second (cfs)', 'Drainage area': 'square miles (sq mi)', 'Annual statistics': {'Total': 'acre-feet (ac-ft)'}}",Stream Discharge,"['Discharge', 'cfs', 'acre-feet per year', 'flow through breaks in levee', 'return flow from irrigated areas']",,,,,,
695,180,,,34.584722,-120.142778,"Solvang, Calif.",[],Santa Ynez River at Solvang,Santa Barbara County,Santa Barbara County,10/01/1956-09/30/1957,Daily,Cubic feet per second (cfs),Stream Discharge,"['discharge', 'stream', 'flow rate']",,,,,,
1532,260,42.2025,-121.7333,,,"sec. 30, T. 38 S., R. 9 E.","['T. 38 S., R. 9 E., sec. 30']",Upper Klamath Lake,Klamath County,,"05/28/1904-10/22/1904,01/07/1906-09/30/1916",Daily,feet,Surface Water Supply,"['Upper Klamath Lake', 'Klamath Falls', 'gauge heights', 'water-stage recorder']",,,,,,
70038392,127,,,34.2388889,-116.9805556,"SW1 sec.22, T.2 N., R.1 W.","['T.2 N.', 'R.1 W.']",Big Bear Lake,San Bernardino County,,10/01/1950-09/30/1961,Monthly,"{'Contents': 'acre-feet', 'Change_in_contents': 'acre-feet'}",Reservoir,"['Big Bear Lake Dam', 'Bear Creek', 'irrigation', 'capacity', 'storage']",,,,,,
3058,146,,,33.81806,-118.20417,"Lat 33°49'05"" long 118°12'15"", in Los Cerritos Grant, on right bank 5,000 ft upstream from Willow Street, 3.4 miles north of Long Beach",[],Los Angeles River at Long Beach,Los Angeles County,Los Angeles County,12/1928-09/1960,Monthly and yearly,"['cubic feet per second (cfs)', 'acre-feet']",Stream Discharge,"['stream discharge', 'water-stage recorder', 'gauge']",,,,,,
733,410,,,34.459167,-119.808056,"La Goleta Grant, on left pier of Patterson Avenue Bridge, 1.1 miles downstream from unnamed tributary and 1.7 miles northeast of Goleta",[],San Jose Creek,Santa Barbara County,,01/01/1941-09/30/1965,Daily (as indicated by the daily discharge data),"{'Discharge': 'cubic feet per second (cfs)', 'Gage_height': 'feet', 'Annual_minimum_discharge': 'cubic feet per second', 'Acres-foot_per_year': 'acre-ft'}",Stream Discharge,"['stream discharge', 'gage', 'water-stage recorder', 'cubic feet per second']",,,,,,
57549,299,,,33.0447,-117.1275,On face near left end of Hodges Dam on San Dieguito River,"['SE&SE&NW4 sec. 18', 'T.13 S. R,2 W.']","Lake Hodges Near Escondido, CA",San Diego County,,"10/01/1945-09/30/1968, 10/01/1972-current",Monthly,"{'Elevation': 'feet', 'Contents': 'acre-feet'}",Reservoir,"['Hodges Dam', 'San Dieguito River', 'multiple-arch reinforced concrete dam', 'storage began in February 1919', 'capacity table based on a 1948 survey', 'flow regulated since July 1954 by Sutherland Reservoir']",,,,,,
22945,80,32.9,-115.5,,,"Altitude about 2,375 feet","['[TR123SE456]', '[TR124SE457]']","U.S. Borax and Chemical Corp., well 40",,Imperial County,08/1955-08/1955,,"['feet', 'feet']",Groundwater,"['well', 'drilled', 'casing', 'perforated']",,,,,,
2447,110,40.045,-106.113,,,"Near Kremmling, Colo.",[],Colorado River Main Stem near Kremmling,,"Grand County, Colorado",1905-06-04 to 1918-06-15,Variable (dates of measurements),"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Peak stages', 'Gage height', 'Discharge']",,,,,,
2447,110,,,39.708333,-106.426389,"Near Minturn, Colo.","['Sec 14, T.4 S., R.81 W.']",Piney River below Piney Lake,,"Eagle County, Colorado",1948-05-22 to 1954-05-22,Variable (dates of measurements),"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Snowmelt', 'Gage height', 'Discharge']",,,,,,
2447,110,38.8,-106.583333,,,"Near State Bridge, Colo.","['Sec 16, T.3 S., R.82 W.']",Piney River near State Bridge,,"Eagle County, Colorado","Prior to July 29, 1944",Variable (dates of measurements),"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Nonrecording gage', 'Current-meter measurements']",,,,,,
56412,384,,,40.0716667,-121.1627778,"SEASW sec. 26, T.26 N., R.7 E.","['T.26 N., R.7 E., sec. 26']",North Fork Feather River Below Belden Dam,Plumas County,,10/01/1969-09/30/1972,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Ac-Ft': 'acre-feet'}",Stream Discharge,"['Stream', 'Discharge', 'River', 'Dam', 'Belden Dam']",,,,,,
56363,228,,,39.524722,-121.090556,"NE4SW's sec. 9, T.19 N. R.8 E., Tahoe National Forest, on left bank 500 ft (152 m) upstream from Slate Creek, and 2.8 mi (4.5 km) southeast of Strawberry Valley","['T.19 N. R.8 E.', 'sec. 9']",NORTH YUBA RIVER ABOVE SLATE CREEK,Yuba County,,06/1968-Current Year,Daily,"{'Discharge': 'ft3/s or m3/s', 'Flow_Area': 'acre-ft/yr or km3/yr'}",Stream Discharge,"['stream discharge', 'water-stage recorder', 'crest-stage gages']",,,,,,
1138,53,,,40.4421,-120.5777,"Near Susanville, California",[],Susan River,Lassen County,,01/01/1905-12/31/1905,Daily,"{'Gage_Height': 'feet', 'Discharge': 'second-feet'}",Stream Discharge,"['gage height', 'discharge']",,,,,,
56412,85,,,39.386111,-120.094444,"Lat 39°23'10"", long 120°05'40"" in NEANW1 sec. 28, T.18 N., R.17 E.","['T.18 N., R.17 E., sec. 28']",Little Truckee River,Nevada County,,10/1971-09/1972,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Flow Volume': 'acre-feet'}",Stream Discharge,"['discharge', 'flow', 'cfs', 'acre-feet']",,,,,,
1532,304,,,34.111,-117.297,"Salt Lake Street, San Bernardino, Cal.",[],Santa Ana River,San Bernardino County,,04/01/1915-03/23/1916,Varied (Dates are sporadic and not uniform),"{'Gage Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Santa Ana River', 'discharge measurements', 'Sec.-ft.']",,,,,,
1532,304,,,33.985,-117.285,"3 miles southwest of Riverside, Cal.",[],Pedley Dam (Santa Ana River),San Bernardino County,,05/19/1915-06/31/1915,Varied,"{'Gage Height': '', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Pedley dam', 'discharge measurements']",,,,,,
1532,304,,,34.056,-117.177,"200 feet below fiume at mouth of canyon, 81 miles northeast of Redlands, Cal.",[],Mill Creek,San Bernardino County,,08/03/1915,Single date (Aug. 3),"{'Gage Height': '', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Mill Creek', 'discharge measurements']",,,,,,
1335,29,38.5,-120.5,,,"Sierra Nevada Mountains, California",[],Sierra Nevada Snow,,"Placer County, El Dorado County",Not specified,Various times during the study,ppm (parts per million),Precipitation,"['Snow', 'Concentration', 'Sierra Nevada']",,,,,,
1335,29,39.321,-111.093,,,"Utah, USA",[],Utah Snow,,Various counties in Utah,Not specified,Not specified,ppm (parts per million),Precipitation,"['Snow', 'Concentration', 'Utah']",,,,,,
1335,29,39.7392,-104.9903,,,"Denver area, Colorado",[],Denver Snow,,"Adams County, Jefferson County",Not specified,Not specified,ppm (parts per million),Precipitation,"['Snow', 'Concentration', 'Denver']",,,,,,
